nombre_pdv;PRODUCTO  1;PRODUCTO  10;PRODUCTO  100;PRODUCTO  101;PRODUCTO  102;PRODUCTO  103;PRODUCTO  104;PRODUCTO  105;PRODUCTO  106;PRODUCTO  107;PRODUCTO  108;PRODUCTO  109;PRODUCTO  11;PRODUCTO  110;PRODUCTO  111;PRODUCTO  112;PRODUCTO  113;PRODUCTO  114;PRODUCTO  115;PRODUCTO  116;PRODUCTO  117;PRODUCTO  118;PRODUCTO  119;PRODUCTO  12;PRODUCTO  120;PRODUCTO  121;PRODUCTO  122;PRODUCTO  123;PRODUCTO  124;PRODUCTO  125;PRODUCTO  126;PRODUCTO  127;PRODUCTO  128;PRODUCTO  129;PRODUCTO  13;PRODUCTO  130;PRODUCTO  131;PRODUCTO  132;PRODUCTO  133;PRODUCTO  134;PRODUCTO  135;PRODUCTO  136;PRODUCTO  137;PRODUCTO  138;PRODUCTO  139;PRODUCTO  14;PRODUCTO  140;PRODUCTO  141;PRODUCTO  142;PRODUCTO  143;PRODUCTO  144;PRODUCTO  145;PRODUCTO  146;PRODUCTO  147;PRODUCTO  149;PRODUCTO  15;PRODUCTO  150;PRODUCTO  151;PRODUCTO  152;PRODUCTO  153;PRODUCTO  154;PRODUCTO  155;PRODUCTO  156;PRODUCTO  157;PRODUCTO  158;PRODUCTO  159;PRODUCTO  16;PRODUCTO  161;PRODUCTO  162;PRODUCTO  163;PRODUCTO  164;PRODUCTO  165;PRODUCTO  166;PRODUCTO  167;PRODUCTO  168;PRODUCTO  169;PRODUCTO  17;PRODUCTO  170;PRODUCTO  171;PRODUCTO  172;PRODUCTO  173;PRODUCTO  174;PRODUCTO  175;PRODUCTO  176;PRODUCTO  177;PRODUCTO  178;PRODUCTO  179;PRODUCTO  18;PRODUCTO  180;PRODUCTO  181;PRODUCTO  182;PRODUCTO  183;PRODUCTO  184;PRODUCTO  185;PRODUCTO  186;PRODUCTO  187;PRODUCTO  188;PRODUCTO  189;PRODUCTO  19;PRODUCTO  190;PRODUCTO  191;PRODUCTO  192;PRODUCTO  193;PRODUCTO  194;PRODUCTO  195;PRODUCTO  196;PRODUCTO  197;PRODUCTO  198;PRODUCTO  199;PRODUCTO  2;PRODUCTO  20;PRODUCTO  200;PRODUCTO  201;PRODUCTO  202;PRODUCTO  203;PRODUCTO  204;PRODUCTO  205;PRODUCTO  206;PRODUCTO  207;PRODUCTO  208;PRODUCTO  209;PRODUCTO  21;PRODUCTO  210;PRODUCTO  211;PRODUCTO  212;PRODUCTO  213;PRODUCTO  214;PRODUCTO  215;PRODUCTO  216;PRODUCTO  217;PRODUCTO  218;PRODUCTO  219;PRODUCTO  22;PRODUCTO  220;PRODUCTO  221;PRODUCTO  222;PRODUCTO  223;PRODUCTO  224;PRODUCTO  23;PRODUCTO  24;PRODUCTO  25;PRODUCTO  26;PRODUCTO  262;PRODUCTO  267;PRODUCTO  268;PRODUCTO  27;PRODUCTO  277;PRODUCTO  28;PRODUCTO  282;PRODUCTO  283;PRODUCTO  284;PRODUCTO  29;PRODUCTO  3;PRODUCTO  30;PRODUCTO  300;PRODUCTO  301;PRODUCTO  303;PRODUCTO  304;PRODUCTO  306;PRODUCTO  307;PRODUCTO  308;PRODUCTO  309;PRODUCTO  31;PRODUCTO  311;PRODUCTO  312;PRODUCTO  313;PRODUCTO  314;PRODUCTO  315;PRODUCTO  316;PRODUCTO  317;PRODUCTO  318;PRODUCTO  319;PRODUCTO  32;PRODUCTO  320;PRODUCTO  321;PRODUCTO  322;PRODUCTO  323;PRODUCTO  324;PRODUCTO  325;PRODUCTO  327;PRODUCTO  328;PRODUCTO  329;PRODUCTO  33;PRODUCTO  330;PRODUCTO  331;PRODUCTO  332;PRODUCTO  333;PRODUCTO  334;PRODUCTO  335;PRODUCTO  336;PRODUCTO  337;PRODUCTO  338;PRODUCTO  339;PRODUCTO  34;PRODUCTO  340;PRODUCTO  341;PRODUCTO  342;PRODUCTO  343;PRODUCTO  344;PRODUCTO  345;PRODUCTO  346;PRODUCTO  347;PRODUCTO  348;PRODUCTO  349;PRODUCTO  35;PRODUCTO  350;PRODUCTO  351;PRODUCTO  352;PRODUCTO  353;PRODUCTO  354;PRODUCTO  355;PRODUCTO  356;PRODUCTO  357;PRODUCTO  358;PRODUCTO  359;PRODUCTO  36;PRODUCTO  360;PRODUCTO  361;PRODUCTO  362;PRODUCTO  363;PRODUCTO  364;PRODUCTO  365;PRODUCTO  366;PRODUCTO  367;PRODUCTO  368;PRODUCTO  369;PRODUCTO  37;PRODUCTO  370;PRODUCTO  371;PRODUCTO  372;PRODUCTO  373;PRODUCTO  374;PRODUCTO  375;PRODUCTO  376;PRODUCTO  377;PRODUCTO  378;PRODUCTO  379;PRODUCTO  38;PRODUCTO  381;PRODUCTO  383;PRODUCTO  384;PRODUCTO  388;PRODUCTO  389;PRODUCTO  39;PRODUCTO  393;PRODUCTO  395;PRODUCTO  396;PRODUCTO  397;PRODUCTO  398;PRODUCTO  399;PRODUCTO  4;PRODUCTO  40;PRODUCTO  400;PRODUCTO  401;PRODUCTO  402;PRODUCTO  403;PRODUCTO  404;PRODUCTO  405;PRODUCTO  406;PRODUCTO  407;PRODUCTO  408;PRODUCTO  409;PRODUCTO  41;PRODUCTO  410;PRODUCTO  411;PRODUCTO  412;PRODUCTO  413;PRODUCTO  414;PRODUCTO  415;PRODUCTO  416;PRODUCTO  42;PRODUCTO  420;PRODUCTO  422;PRODUCTO  423;PRODUCTO  43;PRODUCTO  436;PRODUCTO  437;PRODUCTO  438;PRODUCTO  44;PRODUCTO  446;PRODUCTO  447;PRODUCTO  448;PRODUCTO  449;PRODUCTO  45;PRODUCTO  46;PRODUCTO  47;PRODUCTO  48;PRODUCTO  49;PRODUCTO  5;PRODUCTO  50;PRODUCTO  51;PRODUCTO  53;PRODUCTO  54;PRODUCTO  55;PRODUCTO  56;PRODUCTO  57;PRODUCTO  58;PRODUCTO  59;PRODUCTO  6;PRODUCTO  60;PRODUCTO  61;PRODUCTO  62;PRODUCTO  63;PRODUCTO  64;PRODUCTO  65;PRODUCTO  66;PRODUCTO  67;PRODUCTO  68;PRODUCTO  69;PRODUCTO  7;PRODUCTO  70;PRODUCTO  71;PRODUCTO  72;PRODUCTO  73;PRODUCTO  74;PRODUCTO  75;PRODUCTO  76;PRODUCTO  77;PRODUCTO  78;PRODUCTO  79;PRODUCTO  8;PRODUCTO  80;PRODUCTO  81;PRODUCTO  82;PRODUCTO  83;PRODUCTO  84;PRODUCTO  85;PRODUCTO  86;PRODUCTO  87;PRODUCTO  88;PRODUCTO  89;PRODUCTO  9;PRODUCTO  90;PRODUCTO  91;PRODUCTO  92;PRODUCTO  93;PRODUCTO  94;PRODUCTO  95;PRODUCTO  96;PRODUCTO  97;PRODUCTO  98;PRODUCTO  99
punto de venta 142;0;373;0;1120;0;2;704;0;1;374;0;308;0;0;1610;0;3;2220;0;14;0;59;0;52;0;0;0;0;0;0;0;0;0;0;499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;686;0;0;0;0;0;0;0;0;0;50;0;0;97;0;0;0;0;0;0;0;419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;0;0;51;246;0;0;0;0;0;0;63;58;62;42;1910;0;0;0;0;0;1;0;0;0;1;0;389;0;0;0;114;124;177;620;96;0;91;0;0;96;0;130;0;1089;496;0;723;163;247;206;0;0;748;0;0;0;0;0;677;67;76;29;0;3;23;16;2;0;1;18;10;26;14;9;80;0;973;698;0;55;5;5;8;3;8;2;0;350;169;0;325;0;180;0;315;0;536;0;0;40;571;0;645;548;0;0;465;1152;1;1644;0;0;0;0;1114;0;1064;0;903;88;526;0;0;1;1127;0;1135;0;0;0;1;0;1260;0;1124;656;0;512;0;0;0;0;0;77;39;5;58;25;479;82;123;3;10;0;0;6;756;0;2;1;1;0;0;0;1;1;1;0;2;1;4;12;1;1;4;49643;0;0;0;47238;20;18;10;0;0;890;0;7;27488;0;80;6429;2908;0;0;6165;0;0;0;0;0;0;0;9;0;0;0;0;0;50;1;0;303;6;94;27;207;67;1197;0;0;0;0;7;22;54;3;10;8;28;5;19;13;3;13;14;1313;19;5;6;8;1285;54;37;1484;0;1607
punto de venta 143;0;573;0;477;0;4;322;0;1;139;0;116;0;0;473;0;9;747;0;9;0;24;0;22;0;0;0;0;0;0;0;0;0;0;177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;0;0;0;0;0;0;0;0;0;27;0;0;34;0;0;0;0;0;2;0;262;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;0;0;20;70;0;0;0;0;0;0;19;17;22;0;620;0;1;6;1;0;1;0;1;0;0;0;167;1;0;0;49;37;76;320;33;0;47;0;0;48;0;42;0;183;144;0;220;58;84;106;0;0;232;0;0;0;0;0;168;22;21;36;0;0;18;12;2;0;9;7;3;7;0;8;6;0;117;312;0;10;4;7;9;0;1;4;0;89;40;0;71;0;39;0;98;0;88;0;0;22;93;0;154;144;0;0;71;142;1;1317;0;0;0;0;107;0;181;0;96;14;140;0;0;0;118;0;215;0;0;0;0;0;134;0;285;87;0;96;0;0;0;0;0;83;61;20;23;16;173;53;94;0;0;0;0;10;729;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;3;25837;0;0;0;20982;11;4;17;0;0;298;0;32;9726;0;44;7479;1675;3;0;5764;0;0;0;0;0;0;0;10;0;0;0;0;0;104;22;0;1427;27;11;44;262;89;651;7;8;10;11;134;301;26;30;52;17;260;27;65;119;18;43;50;936;103;40;28;46;84;25;61;661;0;987
punto de venta 144;0;309;0;650;0;39;447;0;3;320;0;264;0;0;919;0;49;1101;0;32;0;34;0;21;0;0;0;0;0;0;0;0;0;0;335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;477;0;0;0;0;0;0;0;0;0;9;0;0;52;0;0;0;0;0;67;0;198;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196;0;0;47;133;0;0;0;0;0;0;15;14;33;8;2323;0;0;0;0;0;3;0;2;0;2;0;169;2;0;0;57;59;100;371;62;0;30;0;0;37;0;52;0;548;330;0;923;135;114;158;0;0;868;0;0;0;0;0;517;21;36;13;0;9;15;11;2;0;1;13;8;17;15;16;35;0;187;636;0;23;7;7;3;6;4;1;0;191;34;0;142;0;27;0;194;0;188;0;0;45;198;0;248;179;0;0;122;224;1;1169;0;10;0;10;219;0;349;0;205;38;433;0;0;5;256;0;356;0;0;1;0;0;325;0;618;193;0;170;0;0;7;0;0;94;58;0;19;10;424;106;159;2;0;0;0;0;1099;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;47992;0;0;0;47857;24;11;38;0;0;600;0;4;22044;0;31;9285;3296;0;0;7547;0;5;102;30;302;118;3;35;12;214;419;15;17;202;22;0;1322;55;40;54;127;102;449;11;39;92;102;598;580;8;98;158;67;611;62;134;77;56;141;158;1386;235;157;89;122;736;147;152;752;0;1257
punto de venta 145;0;76;0;266;0;1;225;0;0;227;0;61;0;0;177;0;1;528;0;4;0;10;0;4;0;0;0;0;0;0;0;0;0;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268;0;0;0;0;0;0;0;0;0;1;0;0;8;0;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;0;0;9;43;0;1;0;0;0;0;12;16;18;5;518;0;0;0;1;0;3;0;0;0;5;0;118;2;0;0;34;39;27;222;38;0;32;0;0;38;0;29;0;176;78;0;199;35;15;25;0;0;176;0;0;0;0;0;122;12;7;1;0;0;2;1;0;0;0;5;0;3;3;3;21;0;58;186;0;4;6;1;0;1;0;0;0;87;25;0;42;0;15;0;40;0;40;0;0;13;44;0;60;56;0;0;48;86;0;328;0;0;0;0;61;0;85;0;65;6;105;0;0;0;92;0;98;0;0;0;0;0;84;0;96;63;0;48;0;0;0;0;0;5;2;10;14;8;83;4;11;0;0;0;0;20;302;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;25222;0;0;0;20331;8;7;15;0;0;222;0;12;10187;0;6;3999;770;0;0;3448;0;0;0;0;0;0;0;2;0;0;0;0;0;9;0;0;92;1;18;14;175;39;358;0;0;0;1;0;8;17;2;3;0;8;4;2;2;0;1;2;299;0;2;2;2;3;5;3;354;0;404
punto de venta 146;0;273;0;1139;0;20;560;0;0;251;0;242;0;0;1683;0;16;2104;0;22;0;33;0;71;0;0;0;0;0;0;0;0;0;0;439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;750;0;0;0;0;0;0;0;0;0;36;0;0;65;0;0;0;0;0;0;0;431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;0;0;64;217;0;0;0;0;0;0;84;34;42;18;1434;0;0;0;0;0;2;0;4;0;1;0;355;0;0;0;83;103;182;460;100;0;64;0;0;107;0;124;0;751;522;0;757;86;238;208;0;0;899;0;0;0;0;0;690;27;48;27;0;10;55;27;16;0;6;19;10;38;19;13;51;0;415;809;0;104;0;10;13;9;11;4;0;398;17;0;190;0;25;0;200;0;287;0;0;52;351;0;330;364;0;0;321;588;1;1254;0;2;0;10;624;0;577;0;475;89;387;0;0;0;584;0;659;1;0;0;0;0;684;0;512;447;0;251;0;0;20;0;0;83;76;17;38;16;399;102;148;1;1;0;1;6;1094;0;2;2;2;0;0;0;0;0;1;0;2;0;1;1;1;0;4;47759;0;0;0;34909;19;13;19;0;0;589;0;0;30596;0;10;5050;1133;5;0;5701;0;0;0;0;0;0;0;24;0;0;0;0;0;104;8;1;123;33;63;49;407;123;1507;0;0;0;0;152;130;59;46;68;52;173;38;79;76;40;53;76;1324;92;79;40;44;1691;71;107;1220;0;1448
punto de venta 147;0;278;0;722;0;63;431;0;6;173;0;95;0;0;472;0;40;1025;0;63;0;22;0;8;0;0;0;0;0;0;0;0;0;0;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;503;0;0;0;0;0;0;0;0;0;53;0;0;109;0;0;0;0;0;42;0;491;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;0;0;0;67;0;0;0;0;0;0;33;20;15;13;598;0;0;1;5;0;0;0;0;0;1;0;317;0;0;0;36;62;101;312;40;0;38;0;0;17;0;43;0;321;242;0;342;140;207;203;0;0;537;0;0;0;0;0;334;29;46;59;0;19;32;18;0;0;2;9;7;14;17;14;235;0;279;402;0;73;4;4;10;10;5;1;0;156;48;0;175;0;24;0;297;0;360;0;0;74;375;0;300;345;0;0;254;392;31;839;0;6;0;25;409;0;470;0;248;104;260;0;0;38;477;0;485;0;0;0;0;0;538;0;694;437;0;300;0;0;15;0;0;146;152;10;33;16;192;130;218;0;0;0;0;0;777;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;2;37457;0;0;0;15303;11;7;20;0;0;346;0;1;15305;0;15;7690;2090;8;0;6609;0;0;0;0;0;0;0;10;0;0;0;0;0;226;16;1;1760;62;18;73;409;236;1260;59;133;58;194;311;565;44;90;136;78;460;67;144;141;70;116;131;1446;197;135;77;117;1372;112;171;822;0;953
punto de venta 148;0;346;0;1217;0;18;643;0;1;268;0;339;0;0;1818;0;3;3108;0;7;0;28;0;172;0;0;0;0;0;0;0;0;0;0;705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1107;0;0;0;0;0;0;0;0;0;35;0;0;28;0;0;0;0;0;0;0;582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;357;0;0;0;282;0;0;0;0;0;0;60;55;41;17;3575;0;7;3;5;0;0;0;1;0;0;0;605;0;0;0;132;162;253;676;87;0;69;0;0;97;0;80;0;925;460;0;1114;77;151;104;0;0;1231;0;0;0;0;0;707;28;32;20;0;0;32;16;3;0;1;18;9;29;17;12;33;0;220;1213;0;43;4;15;0;7;9;0;0;475;24;0;134;0;31;0;111;0;139;0;0;39;149;0;172;224;0;0;141;321;1;1766;0;0;0;0;253;0;388;0;239;32;456;0;0;0;373;0;371;0;0;0;0;0;376;0;417;173;0;140;0;0;0;0;0;68;71;21;27;15;448;47;77;0;4;0;0;0;935;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;64721;0;0;0;44003;15;15;20;0;28;1222;0;9;34650;0;93;8256;1511;5;0;8436;0;0;0;0;0;0;0;30;0;0;0;0;0;80;1;0;551;23;64;107;484;148;1405;0;0;0;0;189;123;100;42;101;53;181;47;80;66;49;31;87;1177;124;86;26;49;705;32;63;1763;0;2039
punto de venta 149;0;168;0;1026;0;3;527;0;2;175;0;172;0;0;783;0;8;1946;0;28;0;16;0;11;0;0;0;0;0;0;0;0;0;0;437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;674;0;0;0;0;0;0;0;0;0;67;0;0;73;0;0;0;0;0;202;0;402;283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190;0;0;30;140;0;0;0;0;0;0;23;13;55;29;1441;0;0;1;0;0;21;0;27;0;13;0;338;47;0;0;71;42;139;244;40;0;36;0;0;39;0;38;0;461;221;0;604;110;246;217;0;0;517;0;0;0;0;0;351;16;22;28;0;8;39;30;1;0;5;18;13;20;17;13;23;0;401;439;0;63;4;0;10;11;7;6;0;222;18;0;193;0;15;0;228;0;305;0;0;108;422;0;344;536;0;0;295;588;3;876;0;10;0;30;472;0;534;0;381;142;307;0;0;37;701;0;643;0;0;0;2;0;728;0;522;389;0;415;0;0;14;0;0;210;228;5;21;15;300;189;323;0;0;0;5;18;664;0;0;1;1;0;1;1;1;0;1;0;0;0;0;1;0;0;1;35467;0;0;0;40084;3;1;10;0;0;870;0;1;27882;0;167;4144;2281;0;0;5418;0;0;0;0;0;0;0;18;0;0;0;0;0;375;53;0;790;57;52;118;577;239;1706;23;79;109;201;172;317;84;110;181;78;575;129;219;179;62;179;184;635;256;243;119;219;2734;70;243;1390;0;1409
punto de venta 15;0;497;0;681;0;41;330;0;0;98;0;84;0;0;456;0;16;777;0;44;0;104;0;27;0;0;0;0;0;0;0;0;0;0;427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;285;0;0;0;0;0;0;0;0;0;23;0;0;46;0;0;0;0;0;67;0;217;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;0;0;9;57;0;0;0;0;0;0;30;35;33;0;423;0;3;0;4;15;3;0;8;0;3;0;284;0;0;4;43;18;70;290;14;0;11;0;0;12;0;11;0;286;203;0;581;58;66;90;0;0;347;0;0;0;0;0;182;57;55;23;0;18;66;6;2;0;11;16;10;30;11;30;38;0;263;763;0;28;0;19;22;6;21;2;0;185;41;0;129;0;19;0;308;0;287;0;0;35;259;0;304;314;0;0;97;329;13;693;0;16;0;12;289;0;431;0;227;73;172;0;0;14;346;0;558;0;0;0;9;0;301;0;1063;285;0;259;0;0;43;0;0;126;99;45;13;5;266;40;41;0;0;0;0;2;866;0;3;0;4;2;0;0;1;0;0;0;0;0;0;0;0;0;0;8038;0;0;0;1;0;0;0;0;0;1112;0;0;7037;0;14;4044;1;0;0;5049;0;18;236;38;605;190;5;5;26;345;1311;27;44;189;4;2;1584;30;18;197;767;201;1472;65;141;72;188;515;934;41;78;301;44;739;239;115;132;126;105;164;1020;181;116;66;89;2815;97;194;781;0;2015
punto de venta 150;0;207;0;696;0;36;473;0;2;81;0;179;0;0;798;0;14;1705;0;21;0;6;0;18;0;0;0;0;0;0;0;0;0;0;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;0;0;38;96;0;0;0;0;0;0;36;18;24;8;869;0;0;0;0;0;33;0;26;0;9;0;168;23;0;0;37;29;78;136;45;0;35;0;0;35;0;41;0;311;175;0;287;114;94;100;0;0;396;0;0;0;0;0;249;9;21;1;0;0;4;0;0;0;0;2;0;4;1;0;16;0;69;312;0;10;1;0;0;1;0;0;0;165;10;0;29;0;16;0;17;0;46;0;0;18;47;0;59;56;0;0;30;63;1;570;0;0;0;0;89;0;82;0;49;8;159;0;0;0;111;0;111;0;0;0;0;0;76;0;89;60;0;28;0;0;0;0;0;11;4;0;28;20;168;50;59;0;0;0;0;2;664;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23252;0;0;0;29880;12;2;13;0;0;491;0;3;12635;0;1;2882;1507;4;0;3202;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;34;5;15;5;162;0;0;0;0;0;1;58;0;7;0;0;1;2;0;32;0;1;578;0;2;1;0;1;1;0;962;0;1050
punto de venta 151;0;351;0;824;0;8;525;0;0;372;0;237;0;0;781;0;5;1324;0;2;0;41;0;28;0;0;0;0;0;0;0;0;0;0;468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;496;0;0;0;0;0;0;0;0;0;23;0;0;42;0;0;0;0;0;1;0;451;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;0;0;12;139;0;0;0;0;0;0;22;16;45;14;1462;0;0;0;0;0;42;0;39;0;21;0;302;44;0;0;45;68;101;245;44;0;50;0;0;66;0;78;0;506;367;0;556;95;131;135;0;0;612;0;0;0;0;0;353;36;42;24;0;14;20;7;6;0;5;8;7;16;7;4;26;0;253;644;0;40;3;4;12;1;7;2;0;255;56;0;147;0;24;0;168;0;200;0;0;48;242;0;248;277;0;0;117;284;0;942;0;0;0;0;273;0;342;0;217;71;308;0;0;1;367;0;419;0;0;0;1;0;404;0;374;195;0;207;0;0;0;0;0;83;41;8;34;18;236;98;119;0;0;0;0;0;1103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51706;0;0;0;31510;13;10;18;0;0;664;0;5;24728;0;51;9365;3117;5;0;9103;0;0;0;0;0;0;0;17;0;0;0;0;0;58;10;0;349;35;52;98;398;148;961;39;62;60;148;171;523;13;38;171;48;353;77;83;64;12;73;82;1715;145;112;61;100;886;46;36;1026;0;1572
punto de venta 152;0;184;0;900;0;12;667;0;1;260;0;383;0;0;766;0;8;1428;0;23;0;19;0;45;0;0;0;0;0;0;0;0;0;0;302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;408;0;0;0;0;0;0;0;0;0;34;0;0;26;0;0;0;0;0;7;0;224;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;0;0;0;186;0;0;1;0;0;0;52;45;67;63;1567;0;1;0;9;0;64;0;52;0;43;0;258;53;0;0;118;115;168;402;60;0;73;0;0;67;0;118;0;395;455;0;505;62;129;120;0;0;687;0;0;0;0;0;333;13;25;27;1;8;30;15;1;0;1;0;0;0;0;25;73;0;261;457;0;40;0;0;0;0;0;1;0;203;24;0;206;0;24;0;189;0;220;0;0;41;262;0;269;348;0;0;250;363;7;533;0;14;0;30;491;0;427;0;332;44;373;0;0;34;435;0;391;14;0;0;0;0;528;0;411;357;0;188;0;0;41;0;0;70;46;46;24;16;352;90;107;1;0;0;0;2;549;0;5;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;63846;0;0;0;44118;0;0;0;0;0;713;0;4;33629;0;70;10181;3420;1;0;8192;0;0;0;0;0;0;0;18;0;0;0;0;0;134;13;0;0;27;61;66;159;134;702;0;0;0;0;226;80;46;57;71;23;159;26;97;41;38;58;93;1176;123;74;68;28;1232;63;82;1246;0;1645
punto de venta 153;0;360;0;1207;0;12;691;0;2;335;0;175;0;0;1079;0;26;1922;0;16;0;12;0;74;0;0;0;0;0;0;0;0;0;0;465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;728;0;0;0;0;0;0;0;0;0;4;0;0;19;0;0;0;0;0;0;0;347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190;0;0;0;194;0;0;0;0;0;0;38;38;42;22;1594;0;2;0;0;0;0;0;1;0;0;0;399;4;0;0;72;83;153;286;52;0;62;0;0;60;0;59;0;725;353;0;786;41;48;38;0;0;881;0;0;0;0;0;589;9;16;1;0;0;3;0;0;0;0;6;5;6;4;6;39;0;178;848;0;12;1;2;4;0;1;1;0;355;64;0;109;0;56;0;106;0;183;0;0;22;202;0;216;208;0;0;136;191;1;1036;0;0;0;0;234;0;239;0;223;69;467;0;0;2;258;0;244;0;0;0;0;0;267;0;229;233;0;201;0;0;0;0;0;15;11;0;13;15;435;17;21;0;0;0;0;32;1026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57859;0;0;0;36332;19;11;25;0;0;656;0;14;31590;0;192;7565;2573;1;0;8152;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;1;0;63;5;180;15;890;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;1430;0;1;0;0;1;0;0;1429;0;1935
punto de venta 154;0;303;0;1256;0;56;703;0;1;214;0;240;0;0;1686;0;45;2378;0;49;0;10;0;68;0;0;0;0;0;0;0;0;0;0;381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465;0;0;0;0;0;0;0;0;0;25;0;0;35;0;0;0;0;0;0;0;370;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;0;0;7;235;0;0;0;0;0;0;39;21;18;0;1194;0;2;3;0;0;1;0;1;0;0;0;267;1;0;0;138;92;113;290;68;0;65;0;0;70;0;75;0;673;428;0;733;94;174;158;0;0;842;0;0;0;0;0;515;21;21;5;0;13;33;21;0;0;3;10;2;12;17;12;27;0;352;707;0;65;3;1;17;6;10;6;0;260;9;0;153;0;13;0;120;0;270;0;0;49;355;0;360;325;0;0;255;343;36;1254;0;6;0;4;445;0;370;0;323;56;404;0;0;16;370;0;544;0;0;0;1;0;481;0;358;315;0;194;0;0;3;0;0;73;60;2;38;20;378;111;111;0;3;0;0;1;1026;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;34423;0;0;0;42399;15;4;18;0;0;519;0;12;18185;0;3;4793;1643;8;0;5524;0;0;0;0;0;0;0;22;0;0;0;0;0;143;11;1;35;16;58;101;390;137;1127;0;0;0;0;180;180;25;42;74;13;230;60;84;67;41;30;47;1323;113;65;35;36;438;40;134;1252;0;1819
punto de venta 155;0;99;0;255;0;13;154;0;0;138;0;107;0;0;361;0;11;568;0;9;0;15;0;15;0;0;0;0;0;0;0;0;0;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;0;0;0;0;0;0;0;0;0;22;0;0;15;0;0;0;0;0;2;0;100;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;0;0;0;81;0;0;0;0;0;0;52;32;19;19;409;0;1;0;0;0;6;0;7;0;2;0;77;3;0;0;53;58;78;431;34;0;28;0;0;30;0;36;0;138;79;0;134;24;48;49;0;0;175;0;0;0;0;0;105;11;14;6;0;3;5;1;0;0;2;5;3;10;10;5;0;0;134;124;0;36;1;0;1;1;4;3;0;44;19;0;110;0;17;0;124;0;110;0;0;5;92;0;113;147;0;0;120;148;4;244;0;1;0;0;168;0;182;0;143;25;119;0;0;2;201;0;138;0;0;0;0;0;197;0;218;170;0;111;0;0;5;0;0;44;12;35;26;15;144;30;46;0;0;0;0;1;229;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26164;0;0;0;29877;0;0;0;0;0;263;0;2;9556;0;53;6406;3359;0;0;4221;0;0;0;0;0;0;0;2;0;0;0;0;0;23;3;0;0;4;11;26;97;51;272;0;0;0;0;14;16;20;6;22;10;35;4;12;4;5;7;12;345;13;7;8;10;450;35;26;371;0;555
